album_id,artist_id
712,1026
713,1027
713,1028
714,1029
715,1030
715,1031
716,1032
716,1033
717,1034
717,1035
717,1036
718,1037
719,1038
719,1039
719,1040
720,1041
721,1042
721,1043
721,1044
721,1045
721,1046
723,1047
723,1048
724,1049
724,1050
724,1051
727,1052
728,1053
729,1054
729,1055
729,1056
729,1057
730,1058
730,1059
730,1060
730,1061
730,1062
730,1063
732,1064
733,1065
734,1066
735,1067
736,1068
739,1069
739,1070
739,1071
739,1072
739,1073
740,1074
740,1075
740,1076
740,1077
740,1078
741,1079
741,1080
741,1081
741,1082
747,1083
747,1084
747,1085
750,1086
750,1087
750,1088
751,1089
751,1090
751,1091
751,1092
751,1093
751,1094
751,1095
751,1096
751,1097
751,1098
751,1099
752,1100
754,1101
755,1102
756,1103
758,1104
653,1105
764,1106
765,1107
766,1108
767,1109
768,1110
768,1111
770,1112
771,1113
771,1114
772,1115
772,1116
772,1117
773,1118
773,1119
773,1120
773,1121
773,1122
773,1123
778,1124
778,1125
778,1126
778,1127
778,1128
779,1129
779,1130
779,1131
779,1132
779,1133
780,1134
780,1135
780,1136
780,1137
369,1138
369,1139
369,1140
369,1141
369,1142
369,1143
369,1144
369,1145
369,1146
369,1147
369,1148
369,1149
781,1150
781,1151
781,1152
781,1153
781,1154
781,1155
781,1156
782,1157
782,1158
782,1159
783,1160
784,1161
785,1162
786,1163
787,1164
787,4436
787,4437
787,4438
787,4439
788,1165
788,1166
788,1167
788,1168
791,1169
791,1170
791,1171
794,1172
795,1173
796,1174
797,1175
798,1176
800,1177
801,1178
801,1179
802,1180
802,1181
802,1182
802,1183
802,1184
802,1185
802,1186
803,1187
803,1188
804,1189
804,1190
804,1191
805,1192
806,1193
807,1194
807,1195
807,1196
807,1197
807,1198
810,1199
810,1200
811,1201
811,1202
811,1203
811,1204
814,1205
816,1206
816,1207
816,1208
816,1209
816,1210
816,1211
816,1212
816,1213
816,1214
816,1215
818,1216
818,1217
818,1218
820,1219
823,1220
823,2854
823,3085
823,3086
823,3087
823,3088
823,3089
823,3090
824,1221
824,1222
824,1223
824,1224
824,1225
824,1226
824,1227
827,1228
827,1229
828,1230
830,1231
830,1232
830,1233
830,1234
831,1235
831,1236
832,1237
833,1238
837,1239
838,1240
840,1241
841,1242
841,1243
841,1244
841,1245
841,1246
841,1247
841,1248
841,1249
841,1250
841,1251
841,1252
841,1253
841,1254
841,1255
841,1256
842,1257
842,1258
844,1259
844,1260
844,1261
844,1262
844,1263
844,1264
845,1265
845,1266
845,1267
845,1268
846,1269
846,1270
846,1271
850,1272
851,1273
851,1274
851,1275
851,1276
855,1277
856,1278
856,1279
857,1280
858,1281
858,1282
858,1283
858,1284
859,1285
860,1286
860,1287
860,1288
860,1289
863,1290
868,1291
868,1292
868,1293
869,1294
869,1295
869,1296
869,1297
869,1298
870,1299
870,1300
870,1301
879,1302
880,1303
880,1304
880,1305
882,1306
882,1307
883,1308
883,1309
883,1310
884,1311
885,1312
885,1313
886,1319
887,1320
888,1321
888,1322
888,1323
888,1324
888,1325
888,1326
889,1327
889,1328
889,1329
890,1330
891,1331
891,1332
892,1333
893,1334
894,1335
895,1336
895,1337
895,1338
895,1339
896,1340
897,1341
899,1342
899,1343
901,1344
903,1345
904,1346
906,1347
907,1348
908,1349
909,1350
910,1351
911,1352
911,1353
911,1354
911,1355
912,1356
912,1357
912,1358
912,1359
912,1360
913,1361
913,1362
913,1363
913,1364
914,1365
914,1366
915,1367
915,1368
916,1369
916,1370
916,1371
916,1372
917,1373
917,1374
917,1375
920,1376
921,1377
921,1378
921,1379
921,1380
921,1381
921,1382
923,1383
924,1384
925,1385
925,1386
927,1387
927,1388
928,1389
930,1390
930,1391
930,1392
933,1393
933,1394
936,1395
936,1396
936,1397
936,1398
936,1399
936,1400
936,1401
936,1402
936,1403
937,1404
937,1405
937,1406
937,1407
937,1408
938,1409
938,1410
938,1411
938,1412
938,1413
938,1414
939,1415
940,1416
941,1417
942,1418
942,1419
942,1420
942,1421
944,1422
944,1423
944,1424
944,1425
944,1426
946,1427
946,1428
946,1429
946,1430
946,1431
947,1432
949,1433
950,1434
952,1435
953,1436
954,1437
957,1438
960,1439
961,1440
962,1441
963,1442
964,1443
965,1444
965,1445
969,1446
969,1447
972,1448
973,1449
976,1450
976,1451
976,1452
976,1453
981,1454
982,1455
983,1456
985,1457
986,1458
987,1459
987,1460
987,1461
988,1462
989,1463
991,1464
992,1465
992,1466
992,1467
992,1468
992,1469
992,1470
994,1471
995,1472
997,1473
997,1474
997,1475
997,1476
997,1477
997,1478
997,1479
997,1480
998,1481
998,1482
998,1483
998,1484
998,1485
998,1486
998,1487
999,1488
1001,1489
1002,1490
1002,1491
1002,1492
1002,1493
1003,1494
1003,1495
1003,1496
1004,1497
1004,1498
1004,1499
1004,1500
1004,1501
1004,1502
1005,1503
1005,1504
1007,1505
1008,1506
1011,1507
1012,1508
1013,1509
1013,1510
1014,1511
1014,1512
1014,1513
1014,1514
1014,1515
1015,1516
1015,1517
1016,1518
1017,1519
1017,1520
1017,1521
1018,1522
1018,1523
1019,1524
1021,1525
1021,1526
1021,1527
1023,1528
1023,1529
1024,1530
1024,1531
1026,1532
1026,1533
1027,1534
1027,1535
1027,1536
1028,1537
1028,1538
1028,1539
1028,1540
1028,1541
1029,1542
1030,1543
1030,1544
1032,1545
1032,1546
1032,1547
1032,1548
1032,1549
1032,1550
1039,1551
1040,1552
1040,1553
1041,1554
1041,1555
1041,1556
1041,1557
1042,1558
1042,1559
1043,1560
1043,1561
1044,1562
1045,1563
1045,1564
1045,1565
1045,1566
1045,1567
1045,1568
1046,1569
1046,1570
1046,1571
1046,1572
1046,1573
1047,1574
1047,1575
1047,1576
1048,1577
1049,1578
1049,1579
1050,1580
1051,1581
1051,1582
1051,1583
1051,1584
1051,1585
1052,1586
1052,1587
1053,1588
1053,1589
1053,1590
1054,1591
1054,1592
1054,1593
1054,1594
1054,1595
1054,1596
1054,1597
1054,1598
1054,1599
1054,1600
1055,1601
1055,1602
1055,1603
1056,1604
1057,1605
1057,1606
1057,1607
1057,1608
1057,1609
1059,1610
1059,1611
1061,1612
1062,1613
1063,1614
1065,1615
1066,1616
1073,1617
1074,1618
1074,1619
1074,1620
1074,1621
1074,1622
1076,1623
1077,1624
1078,1625
1078,1626
1078,1627
1079,1628
1081,1629
1081,1630
1081,1631
1081,1632
1083,1633
1083,1634
1084,1635
1085,1636
1086,1637
1087,1638
1088,1639
1089,1640
1089,1641
1089,1642
1089,1643
1090,1644
1090,1645
1091,1646
1091,1647
1091,1648
1092,1649
1092,1650
1092,1651
1092,1652
1092,1653
1092,1654
1092,1655
1092,1656
1092,1657
1093,1658
1093,1659
1094,1660
1094,1661
1094,1662
1095,1663
1095,1664
1095,1665
1096,1666
1096,1667
1096,1668
1096,1669
1097,1670
1097,1671
1098,1672
1099,1673
1099,1674
1099,1675
1102,1676
1102,1677
1102,1678
1102,1679
1102,1680
1102,1681
1102,1682
1102,1683
1102,1684
1102,1685
1102,1686
1102,1687
1102,1688
1102,1689
1102,1690
1105,1691
1105,1692
1109,1693
1109,1694
1110,1695
1110,1696
1110,1697
1110,1698
1110,1699
1111,1700
1111,1701
1113,1702
1113,1703
1113,1704
1113,1705
1115,1706
1115,1707
1116,1708
1117,1709
1117,1710
1117,1711
1117,1712
1117,1713
1117,1714
1117,1715
1117,1716
1117,1717
1118,1718
1118,1719
1118,1720
1118,1721
1118,1722
1118,1723
1118,1724
1118,1725
1118,1726
1120,1727
1121,1728
1121,1729
1123,1730
1123,1731
1123,1732
1123,1733
1123,1734
1123,1735
1124,1736
1124,1737
1124,1738
1124,1739
1124,1740
1130,1741
1131,1742
1131,1743
1132,1744
1132,1745
1134,1746
1135,1747
1135,1748
1136,1749
1136,1750
1136,1751
1136,1752
1137,1753
1138,1754
1138,1755
1138,1756
1138,1757
1138,1758
1138,1759
1139,1760
1139,1761
1139,1762
1139,1763
1139,1764
1139,1765
1139,1766
1139,1767
1140,1768
1140,1769
1140,1770
1141,1771
1141,1772
1141,1773
1141,1774
1141,1775
1141,1776
1141,1777
1141,1778
1141,1779
1141,1780
1141,1781
1141,1782
1141,1783
1142,1784
1142,1785
1142,1786
1142,1787
1142,1788
1142,1789
1142,1790
1143,1791
1143,1792
1144,1793
1145,1794
1145,1795
1145,1796
1145,1797
1146,1798
1148,1799
1151,1800
1152,1801
1153,1802
1153,1803
1153,1804
1153,1805
1153,1806
1153,1807
1154,1808
1154,1809
1154,1810
1154,1811
1154,1812
1155,1813
1155,1814
1155,1815
1155,1816
1155,1817
1155,1818
1155,1819
1155,1820
1156,1821
1156,1822
1158,1823
1161,1824
1162,1825
1162,1826
1163,1827
1163,1828
1163,1829
1163,1830
1163,1831
1163,1832
1163,1833
1163,1834
1163,1835
1163,1836
1163,1837
1163,1838
1164,1839
1164,1840
1165,1842
1166,1843
1166,1844
1167,1845
1167,1846
1167,1847
1168,1848
1170,1849
1170,1850
1170,1851
1171,1852
1172,1853
1173,1854
1173,1855
1173,1856
1173,1857
1173,1858
1173,1859
1173,1860
1174,1861
1175,1862
1175,1863
1175,1864
1175,1865
1176,1866
1176,1867
1176,1868
1176,1869
1176,1870
1176,1871
1181,1872
1182,1873
1183,1874
1184,1875
1186,1876
1188,1877
1191,1878
1191,1879
1191,1880
1191,1881
1196,1882
1196,1883
1198,1884
1203,1885
1203,1886
1203,1887
1203,1888
1203,1889
1203,1890
1203,1891
1203,1892
1203,1893
1203,1894
1203,1895
1203,1896
1203,1897
1203,1898
1203,1899
1203,1900
1203,1901
1203,1902
1203,1903
1203,1904
1203,1905
1203,1906
1203,1907
1203,1908
1203,1909
1204,1910
1205,1911
1205,1912
1205,1913
1206,1914
1206,1915
1207,1916
1207,1917
1207,1918
1208,1919
1208,1920
1208,1921
1209,1922
1210,1923
1210,1924
1211,1925
1211,1926
1211,1927
1213,1928
1215,1929
1216,1930
1217,1931
1219,1932
1219,1933
1219,1934
1220,1935
1221,1936
1222,1937
1223,1938
1224,1939
1224,1940
1225,1941
1226,1942
1226,1943
1226,1944
1231,1945
1232,1946
1233,1947
1233,1948
1238,1949
1239,1950
1240,1951
1240,1952
1240,1953
1241,1954
1241,1955
1241,1956
1241,1957
1242,1958
1242,1959
1244,1960
1244,1961
1246,1962
1246,1963
1246,1964
1248,1965
1248,1966
1249,1967
1250,1968
1250,1969
1250,1970
1250,1971
1250,1972
1251,1973
1251,1974
1252,1975
1252,1976
1252,1977
1261,1978
1262,1979
1263,1980
1263,1981
1263,1982
1264,1983
1264,1984
1264,1985
1264,1986
1264,1987
1264,1988
1264,1989
1264,1990
1264,1991
1264,1992
1264,1993
1264,1994
1265,1995
1265,1996
1265,1997
1265,1998
1265,1999
1265,2000
1267,2001
1267,2002
1267,2003
1267,2004
1267,2005
1269,2006
1269,2007
1269,2008
1270,2009
1272,2010
1273,2011
1275,2012
1276,2013
1277,2014
1277,2015
1281,2016
1281,2017
1281,2018
1281,2019
1284,2020
1285,2021
1285,2022
1285,2023
1285,2024
1285,2025
1286,2026
1286,2027
1286,2028
1286,2029
1286,2030
1286,2031
1286,2032
1286,2033
1286,2034
1286,2035
1286,2036
1287,2037
1287,2038
1287,2039
1287,2040
1288,2041
1297,2042
1298,2043
1299,2044
1299,2045
1299,2046
1299,2047
1299,2048
1299,2049
1300,2050
1300,2051
1300,2052
1300,2053
1300,2054
1300,2055
1300,2056
1300,2057
1300,2058
1300,2059
1302,2060
1302,2061
1302,2062
1303,2063
1303,2064
1303,2065
1303,2066
1303,2067
1303,2068
1303,2069
1303,2070
1303,2071
1303,2072
1304,2073
1307,2074
1308,2075
1309,2076
1310,2077
1310,2078
1310,2079
1313,2080
1313,2081
1318,2082
1319,2083
1321,2084
1321,2085
1321,2086
1322,2087
1324,2088
1324,2089
1326,2090
1326,2091
1327,2092
1327,2093
1329,2094
1330,2095
1331,2096
1333,2097
1333,2098
1333,2099
1333,2100
1333,2101
1333,2102
1333,2103
1333,2104
1333,2105
1333,2106
1334,2107
1334,2108
1334,2109
1344,2110
1344,2111
1344,2112
1345,2113
1345,2114
1345,2115
1345,2116
1346,2117
1347,2118
1348,2119
1351,2120
1352,2121
1353,2122
1353,2123
1355,2124
1356,2125
1357,2126
1357,2127
1358,2128
1359,2129
1360,2130
1360,2131
1361,2132
1361,2133
1364,2134
1365,2135
1365,2136
1365,2137
1365,2138
1365,2139
1365,2140
1365,2141
1365,2142
1366,2143
1366,2144
1366,2145
1366,2146
1367,2147
1367,2148
1367,2149
1367,2150
1367,2151
1367,2152
1368,2153
1368,2154
1368,2155
1368,2156
1368,2157
1368,2158
1368,2159
1368,2160
1368,2161
1368,2162
1368,2163
1368,2164
1368,2165
1368,2166
1368,2167
1369,2168
1369,2169
1369,2170
1369,2171
1369,2172
1370,2173
1370,2174
1372,2175
1372,2176
1372,2177
1372,2178
1373,2179
1373,2180
1373,2181
1373,2182
1373,2183
1373,2184
1373,7678
1374,2185
1374,2186
1376,2187
1376,2188
1376,2189
1376,2190
1376,2191
1378,2192
1379,2193
1379,2194
1380,2195
1381,2196
1381,2197
1384,2198
1385,2199
1385,2200
1386,2201
1387,2202
1389,2203
1391,2204
1391,2205
1392,2206
1393,2207
1394,2208
1396,2209
1396,2210
1397,2211
1397,2212
1397,2213
1397,2214
1397,2215
1424,2216
1424,2217
1424,2218
1424,2219
1424,2220
1424,2221
1425,2222
1425,2223
1426,2224
1427,2225
1428,2226
1428,2227
1429,2228
1431,2229
1431,2230
1431,2231
1432,2232
1432,2233
1433,2234
1434,2235
1434,2236
1436,2237
1436,2238
1436,2239
1444,2240
1446,2241
1446,2242
1448,2243
1449,2244
1450,2245
1451,2246
1451,2247
1451,2248
1452,2249
1452,2250
1452,2251
1452,2252
1452,2253
1452,2254
1452,2255
1452,2256
1452,2257
1453,2258
1453,2259
1457,2260
1457,2261
1459,2262
1459,2263
1460,2264
1462,2265
1463,2266
1463,2267
1463,2268
1463,2269
1463,2270
1463,2271
1463,2272
1463,2273
1463,2274
1463,2275
1464,2276
1465,2277
1465,2278
1466,2279
1467,2280
1467,2281
1467,2282
1468,2283
1468,2284
1470,2285
1470,2286
1471,2287
1471,2288
1473,2289
1475,2290
1476,2291
1476,2292
1476,2293
1476,2294
1476,2295
1477,2296
1477,2297
1477,2298
1478,2299
1480,2300
1482,2301
1482,2302
1483,2303
1484,2304
1485,2305
1485,2306
1487,2307
1488,2308
1489,2309
1489,2310
1489,2311
1490,2312
1490,2313
1494,2314
1495,2315
1497,2316
1497,2317
1498,2318
1499,2319
1499,2320
1499,2321
1499,2322
1500,2323
1500,2324
1500,2325
1500,2326
1501,2327
1501,2328
1502,2329
1502,2330
1503,2331
1503,2332
1503,2333
1504,2334
1506,2335
1508,2336
1509,2337
1509,2338
1511,2339
1511,2340
1511,2341
1512,2342
1512,2343
1512,2344
1512,2345
1513,2346
1515,2347
1516,2348
1517,2349
1517,2350
1517,2351
1518,2352
1518,2353
1519,2354
1519,2355
1519,2356
1520,2357
1520,2358
1520,2359
1520,2360
1520,2361
1520,2362
1520,2363
1523,2364
1523,2365
1525,2366
1527,2367
1527,2368
1527,2369
1527,2370
1527,2371
1528,2372
1528,2373
1530,2374
1530,2375
1530,2376
1530,2377
1530,2378
1530,2379
1530,2380
1530,2381
1530,2382
1530,2383
1530,2384
1530,2385
1530,2386
1530,2387
1530,2388
1531,2389
1531,2390
1531,2391
1531,2392
1531,2393
1531,2394
1531,2395
1531,2396
1531,2397
1531,2398
1531,2399
1532,2400
1532,2401
1532,2402
1532,2403
1532,2404
1532,2405
1532,2406
1532,2407
1532,2408
1532,2409
1533,2410
1533,2411
1533,2412
1533,2413
1533,2420
1534,2414
1534,2415
1534,2416
1534,2417
1534,2418
1534,2419
1536,2421
1536,2422
1536,2423
1541,2424
1541,2425
1541,2426
1541,2427
1541,2428
1543,2429
1544,2430
1544,2431
1546,2432
1548,2433
1548,2434
1548,3314
1548,3315
1551,2435
1552,2436
1552,2437
1552,2438
1554,2439
1555,2440
1556,2441
498,2442
1401,2443
1563,2444
1563,2445
1563,2446
1563,2447
1563,2448
1563,2449
1563,2450
1563,2451
1563,2452
1563,2453
1563,2454
1563,2455
1563,2456
1563,2457
1563,2458
1563,2459
1564,2460
1564,2461
1564,2462
1564,2463
1565,2464
1565,2465
1566,2466
1566,2467
1566,2468
1566,2469
1566,2470
1569,2471
1569,2472
1571,2473
1571,2474
1571,2475
1571,2476
1571,2477
1571,2478
1571,2479
1575,2480
1575,2481
1576,2482
1576,2483
1577,2484
1578,2485
1579,2486
1580,2487
1580,2488
1580,2489
1580,2490
1580,2491
1583,2492
1584,2493
1585,2494
1585,2495
1585,2496
1588,2497
1589,2498
1591,2499
1591,2500
1591,2501
1591,2502
1592,2503
1592,2504
1592,2505
1592,2506
1592,2507
1592,2508
1592,2509
1592,2510
1592,2511
1592,2512
1593,2513
1593,2514
1593,2515
1593,2516
1593,2517
1593,2518
1593,2519
1593,2520
1594,2521
1595,2522
1595,2523
1595,2524
1595,2525
1595,2526
1598,2527
1600,2528
1600,2529
1600,2530
1600,2531
1600,2532
1600,2533
1601,2534
1601,2535
1601,2536
1606,2537
1607,2538
1608,2539
1610,2540
1611,2541
1612,2542
1612,2543
1612,2544
1613,2545
1613,2546
1617,2547
1617,2548
1617,2549
1620,2550
1621,2551
1621,2552
1621,2553
1621,2554
1621,2555
1621,2556
1621,2557
1621,2558
1621,2559
1621,2560
1621,2561
1621,2562
1621,2563
1622,2564
1623,2565
1624,2566
1624,2567
1624,2568
1627,2569
1627,2570
1627,2571
1632,2572
1634,2573
1634,2574
1636,2575
1637,2576
1638,2577
1639,2578
1641,2579
1645,2580
1646,2581
1646,2582
1648,2583
1648,2584
1649,2585
1649,2586
1649,2587
1650,2588
1650,2589
1650,2590
1650,2591
1650,2592
1652,2593
1654,2594
1656,2595
1657,2596
1658,2597
1659,2598
1662,2599
1662,2600
1663,2601
1663,2602
1664,2603
1666,2604
1667,2605
1667,2606
1670,2607
1671,2608
1671,2609
1671,2610
1671,2611
1671,2612
1672,2613
1672,2614
1672,2615
1672,2616
1672,2617
1672,2618
1672,2619
1672,2620
1672,2621
1673,2622
1673,2623
1674,2624
1674,2625
1674,2626
1674,2627
1674,2628
1675,2629
1675,2630
1675,2631
1675,2632
1675,2633
1676,2634
1677,2635
1679,2636
1680,2637
1681,2638
1682,2639
1682,2640
1685,2641
1685,2642
1685,2643
1686,2644
1686,2645
1686,2646
1686,2647
1686,2648
1686,2649
1686,2650
1686,2651
1687,2652
1687,2653
1687,2654
1688,2655
1689,2656
1689,2657
1689,2658
1689,2659
1690,2660
1690,2661
1691,2662
1692,2663
1693,2664
1694,2665
1695,2666
1695,2667
1696,2668
1697,2669
1700,2670
1700,2671
1700,2672
1701,2673
1703,2674
1705,2675
1705,2676
1706,2677
1706,2678
1706,2679
1710,2680
1712,2681
1712,2682
1712,2683
1713,2684
1713,2685
1713,2686
1714,2687
1714,2688
1714,2689
1714,2690
1714,2691
1714,2692
1714,2693
1715,2694
1715,2695
1715,2696
1716,2697
1718,2698
1719,2699
1721,2700
1721,2701
1721,2702
1721,2703
1721,2704
1721,2705
1722,2706
1722,2707
1722,2708
1722,2709
